iyear,country_txt,longitude,latitude,k&w,radius
2013,Brazil,-51.93,-14.24,2,1.5
2013,Burundi,29.92,-3.37,17,4.587462841
2013,Cameroon,12.35,7.37,7,3.307354922
2013,Central African Republic,20.94,6.61,192,8.084962501
2013,Chile,-71.54,-35.68,3,2.084962501
2013,China,104.2,35.86,131,7.533423002
2013,Colombia,-74.3,4.57,399,9.140244936
2013,Croatia,15.2,45.1,1,0.5
2013,Ecuador,-78.18,-1.83,1,0.5
2013,Egypt,30.8,26.82,866,10.25822321
2013,Ethiopia,40.49,9.15,17,4.587462841
2013,France,2.21,46.23,5,2.821928095
2013,Georgia,44.48,41.42,2,1.5
2013,Greece,21.82,39.07,20,4.821928095
2013,Guatemala,-90.23,15.78,7,3.307354922
2013,Honduras,-86.24,15.2,5,2.821928095
2013,India,78.96,20.59,1238,10.7737956
2013,Indonesia,113.92,-0.79,39,5.785402219
2013,Iran,53.69,32.43,56,6.307354922
2013,Iraq,43.68,33.22,22752,14.97370575
2013,Ireland,-8.24,53.41,2,1.5
2013,Israel,34.85,31.05,10,3.821928095
2013,Italy,12.57,41.87,4,2.5
2013,Ivory Coast,-5.55,7.54,7,3.307354922
2013,Kenya,37.91,-0.02,653,9.850939182
2013,Lebanon,35.86,33.85,1238,10.7737956
2013,Libya,17.23,26.34,850,10.23131903
2013,Malaysia,101.98,4.21,3,2.084962501
2013,Maldives,73.54,1.98,2,1.5
2013,Mali,-4,17.57,275,8.603287808
2013,Mexico,-102.55,23.63,157,7.794620749
2013,Mozambique,35.53,-18.67,117,7.37036472
2013,Nepal,84.12,28.39,91,7.00779464
2013,Niger,8.08,17.61,59,6.382643049
2013,Nigeria,8.68,9.08,2543,11.81231575
2013,Pakistan,69.35,30.38,8644,13.57748336
2013,Paraguay,-58.44,-23.44,27,5.254887502
2013,Peru,-75.02,-9.19,10,3.821928095
2013,Philippines,121.77,12.88,1098,10.60066234
2013,Russia,105.32,61.52,436,9.268184325
2013,Saudi Arabia,45.08,23.89,3,2.084962501
2013,Senegal,-14.45,14.5,8,3.5
2013,South Africa,22.94,-30.56,7,3.307354922
2013,Spain,-3.75,40.46,1,0.5
2013,Sri Lanka,80.77,7.87,29,5.357980995
2013,Sudan,30.22,12.86,370,9.031381461
2013,Syria,39,34.8,3807,12.39443885
2013,Tanzania,34.89,-6.37,91,7.00779464
2013,Thailand,100.99,15.87,935,10.36882255
2013,Tunisia,9.54,33.89,53,6.227920455
2013,Turkey,35.24,38.96,275,8.603287808
2013,Ukraine,31.17,48.38,4,2.5
2013,United Kingdom,-3.44,55.38,68,6.587462841
2013,United States,-95.71,37.09,459,9.342350343
2013,Venezuela,-66.59,6.42,7,3.307354922
2013,Yemen,44.13,15.21,1528,11.07742883
2013,Zimbabwe,29.15,-19.02,2,1.5
2014,Afghanistan,67.71,33.94,10525,13.86153261
2014,Albania,20.17,41.15,3,2.084962501
2014,Algeria,1.66,28.03,67,6.56608919
2014,Australia,133.78,-25.27,11,3.959431619
2014,Azerbaijan,47.58,40.14,1,0.5
2014,Bahrain,50.56,26.07,48,6.084962501
2014,Bangladesh,90.36,23.68,152,7.747927513
2014,Belgium,4.47,50.5,7,3.307354922
2014,Brazil,-51.93,-14.24,2,1.5
2014,Burundi,29.92,-3.37,5,2.821928095
2014,Cameroon,12.35,7.37,809,10.15999589
2014,Canada,-106.35,56.13,13,4.200439718
2014,Central African Republic,20.94,6.61,1049,10.53479896
2014,Chad,18.73,15.45,6,3.084962501
2014,Chile,-71.54,-35.68,27,5.254887502
2014,China,104.2,35.86,800,10.14385619
2014,Colombia,-74.3,4.57,457,9.336050355
2014,Djibouti,42.59,11.83,20,4.821928095
2014,Egypt,30.8,26.82,891,10.29928162
2014,Ethiopia,40.49,9.15,15,4.406890596
2014,France,2.21,46.23,16,4.5
2014,Georgia,44.48,41.42,1,0.5
2014,Ghana,-1.02,7.95,3,2.084962501
2014,Greece,21.82,39.07,4,2.5
2014,Honduras,-86.24,15.2,1,0.5
2014,India,78.96,20.59,1266,10.80606169
2014,Indonesia,113.92,-0.79,50,6.14385619
2014,Iran,53.69,32.43,18,4.669925001
2014,Iraq,43.68,33.22,30899,15.41527253
2014,Ireland,-8.24,53.41,1,0.5
2014,Israel,34.85,31.05,201,8.151051691
2014,Italy,12.57,41.87,3,2.084962501
2014,Ivory Coast,-5.55,7.54,4,2.5
2014,Jamaica,-77.3,18.11,1,0.5
2014,Jordan,36.24,30.59,8,3.5
2014,Kenya,37.91,-0.02,723,9.997851837
2014,Kyrgyzstan,74.77,41.2,2,1.5
2014,Lebanon,35.86,33.85,667,9.881542951
2014,Libya,17.23,26.34,1591,11.13571812
2014,Madagascar,46.87,-18.77,32,5.5
2014,Malaysia,101.98,4.21,5,2.821928095
2014,Maldives,73.54,1.98,1,0.5
2014,Mali,-4,17.57,350,8.951211112
2014,Mexico,-102.55,23.63,3,2.084962501
2014,Mozambique,35.53,-18.67,82,6.857552005
2014,Nepal,84.12,28.39,7,3.307354922
2014,Nicaragua,-85.21,12.87,33,5.544394119
2014,Niger,8.08,17.61,20,4.821928095
2014,Nigeria,8.68,9.08,10058,13.79605584
2014,Pakistan,69.35,30.38,5799,13.00158842
2014,Paraguay,-58.44,-23.44,8,3.5
2014,Peru,-75.02,-9.19,16,4.5
2014,Philippines,121.77,12.88,1195,10.7227949
2014,Russia,105.32,61.52,155,7.776124405
2014,Saudi Arabia,45.08,23.89,43,5.926264755
2014,Senegal,-14.45,14.5,10,3.821928095
2014,South Africa,22.94,-30.56,17,4.587462841
2014,Sri Lanka,80.77,7.87,68,6.587462841
2014,Sudan,30.22,12.86,866,10.25822321
2014,Sweden,18.64,60.13,1,0.5
2014,Syria,39,34.8,5326,12.87883671
2014,Tanzania,34.89,-6.37,47,6.054588852
2014,Thailand,100.99,15.87,843,10.21938882
2014,Tunisia,9.54,33.89,107,7.241466986
2014,Turkey,35.24,38.96,129,7.511227255
2014,Turkmenistan,59.56,38.97,5,2.821928095
2014,Uganda,32.29,1.37,114,7.332890014
2014,Ukraine,31.17,48.38,2623,11.85700209
2014,United Arab Emirates,53.85,23.42,1,0.5
2014,United Kingdom,-3.44,55.38,5,2.821928095
2014,United States,-95.71,37.09,45,5.991853096
2014,Venezuela,-66.59,6.42,2,1.5
2014,Yemen,44.13,15.21,2736,11.91785251
2015,Afghanistan,67.71,33.94,13203,14.18857816
2015,Algeria,1.66,28.03,39,5.785402219
2015,Armenia,45.04,40.07,1,0.5
2015,Australia,133.78,-25.27,2,1.5
2015,Bahrain,50.56,26.07,27,5.254887502
2015,Bangladesh,90.36,23.68,806,10.15463603
2015,Brazil,-51.93,-14.24,3,2.084962501
2015,Burundi,29.92,-3.37,443,9.291162889
2015,Cameroon,12.35,7.37,1394,10.94501485
2015,Canada,-106.35,56.13,2,1.5
2015,Central African Republic,20.94,6.61,262,8.533423002
2015,Chad,18.73,15.45,733,10.01766939
2015,China,104.2,35.86,206,8.186500527
2015,Colombia,-74.3,4.57,242,8.418863237
2015,Denmark,9.5,56.26,8,3.5
2015,Egypt,30.8,26.82,1876,11.37344411
2015,Ethiopia,40.49,9.15,91,7.00779464
2015,Finland,25.75,61.92,1,0.5
2015,France,2.21,46.23,605,9.740791332
2015,Germany,10.45,51.17,49,6.114709844
2015,Greece,21.82,39.07,3,2.084962501
2015,Guinea,-9.7,9.95,5,2.821928095
2015,India,78.96,20.59,1041,10.52375435
2015,Indonesia,113.92,-0.79,39,5.785402219
2015,Iran,53.69,32.43,49,6.114709844
2015,Iraq,43.68,33.22,22211,14.93898673
2015,Israel,34.85,31.05,138,7.608524457
2015,Italy,12.57,41.87,1,0.5
2015,Ivory Coast,-5.55,7.54,24,5.084962501
2015,Jordan,36.24,30.59,18,4.669925001
2015,Kenya,37.91,-0.02,471,9.37958325
2015,Kuwait,47.48,29.31,255,8.494353437
2015,Kyrgyzstan,74.77,41.2,2,1.5
2015,Lebanon,35.86,33.85,458,9.339203788
2015,Lesotho,28.23,-29.61,3,2.084962501
2015,Libya,17.23,26.34,1530,11.07931594
2015,Malaysia,101.98,4.21,2,1.5
2015,Maldives,73.54,1.98,3,2.084962501
2015,Mali,-4,17.57,520,9.522367813
2015,Mexico,-102.55,23.63,19,4.747927513
2015,Mozambique,35.53,-18.67,15,4.406890596
2015,Nepal,84.12,28.39,11,3.959431619
2015,Niger,8.08,17.61,782,10.1110248
2015,Nigeria,8.68,9.08,8430,13.54131692
2015,Pakistan,69.35,30.38,3457,12.25530489
2015,Paraguay,-58.44,-23.44,14,4.307354922
2015,Peru,-75.02,-9.19,13,4.200439718
2015,Philippines,121.77,12.88,1199,10.72761594
2015,Qatar,51.18,25.35,1,0.5
2015,Russia,105.32,61.52,45,5.991853096
2015,Saudi Arabia,45.08,23.89,505,9.480139578
2015,Senegal,-14.45,14.5,4,2.5
2015,South Africa,22.94,-30.56,37,5.709453366
2015,Sri Lanka,80.77,7.87,17,4.587462841
2015,Sudan,30.22,12.86,539,9.574141463
2015,Sweden,18.64,60.13,8,3.5
2015,Syria,39,34.8,6903,13.25300777
2015,Tanzania,34.89,-6.37,24,5.084962501
2015,Thailand,100.99,15.87,579,9.677419538
2015,Tunisia,9.54,33.89,239,8.400866808
2015,Turkey,35.24,38.96,1597,11.1411486
2015,Uganda,32.29,1.37,5,2.821928095
2015,Ukraine,31.17,48.38,2167,11.58148344
2015,United Kingdom,-3.44,55.38,23,5.023561956
2015,United States,-95.71,37.09,113,7.320178962
2015,Venezuela,-66.59,6.42,1,0.5
2015,Yemen,44.13,15.21,5701,12.97699929
2016,Afghanistan,67.71,33.94,12628,14.12433855
2016,Algeria,1.66,28.03,11,3.959431619
2016,Argentina,-63.62,-38.42,2,1.5
2016,Armenia,45.04,40.07,7,3.307354922
2016,Australia,133.78,-25.27,1,0.5
2016,Azerbaijan,47.58,40.14,2,1.5
2016,Bahrain,50.56,26.07,3,2.084962501
2016,Bangladesh,90.36,23.68,166,7.875039431
2016,Belgium,4.47,50.5,312,8.785402219
2016,Brazil,-51.93,-14.24,1,0.5
2016,Bulgaria,25.49,42.73,1,0.5
2016,Burundi,29.92,-3.37,287,8.664906927
2016,Cameroon,12.35,7.37,598,9.724001674
2016,Canada,-106.35,56.13,34,5.587462841
2016,Central African Republic,20.94,6.61,363,9.003825738
2016,Chad,18.73,15.45,90,6.991853096
2016,Chile,-71.54,-35.68,6,3.084962501
2016,China,104.2,35.86,31,5.45419631
2016,Colombia,-74.3,4.57,124,7.45419631
2016,Denmark,9.5,56.26,4,2.5
2016,Ecuador,-78.18,-1.83,15,4.406890596
2016,Egypt,30.8,26.82,1242,10.77844946
2016,Ethiopia,40.49,9.15,362,8.999845887
2016,France,2.21,46.23,551,9.605908509
2016,Georgia,44.48,41.42,8,3.5
2016,Germany,10.45,51.17,145,7.67990909
2016,Greece,21.82,39.07,2,1.5
2016,Guinea,-9.7,9.95,1,0.5
2016,Haiti,-72.29,18.97,7,3.307354922
2016,Honduras,-86.24,15.2,2,1.5
2016,Hungary,19.5,47.16,2,1.5
2016,India,78.96,20.59,1255,10.79347165
2016,Indonesia,113.92,-0.79,57,6.332890014
2016,Iran,53.69,32.43,20,4.821928095
2016,Iraq,43.68,33.22,26656,15.20217269
2016,Ireland,-8.24,53.41,5,2.821928095
2016,Israel,34.85,31.05,191,8.077428828
2016,Italy,12.57,41.87,2,1.5
2016,Ivory Coast,-5.55,7.54,55,6.281359714
2016,Japan,138.25,36.2,45,5.991853096
2016,Jordan,36.24,30.59,100,7.14385619
2016,Kenya,37.91,-0.02,141,7.639551352
2016,Kuwait,47.48,29.31,2,1.5
2016,Kyrgyzstan,74.77,41.2,6,3.084962501
2016,Laos,102.5,19.86,18,4.669925001
2016,Lebanon,35.86,33.85,99,7.12935662
2016,Libya,17.23,26.34,1378,10.92836017
2016,Madagascar,46.87,-18.77,94,7.054588852
2016,Malaysia,101.98,4.21,15,4.406890596
2016,Maldives,73.54,1.98,3,2.084962501
2016,Mali,-4,17.57,402,9.151051691
2016,Mexico,-102.55,23.63,6,3.084962501
2016,Mozambique,35.53,-18.67,146,7.689824559
2016,Nepal,84.12,28.39,20,4.821928095
2016,Netherlands,5.29,52.13,4,2.5
2016,Niger,8.08,17.61,333,8.879378367
2016,Nigeria,8.68,9.08,3341,12.20606427
2016,Pakistan,69.35,30.38,3007,12.05410915
2016,Paraguay,-58.44,-23.44,12,4.084962501
2016,Peru,-75.02,-9.19,18,4.669925001
2016,Philippines,121.77,12.88,1133,10.64593215
2016,Poland,19.15,51.92,1,0.5
2016,Russia,105.32,61.52,125,7.465784285
2016,Saudi Arabia,45.08,23.89,373,9.04303182
2016,Sierra Leone,-11.78,8.46,1,0.5
2016,South Africa,22.94,-30.56,32,5.5
2016,Spain,-3.75,40.46,4,2.5
2016,Sri Lanka,80.77,7.87,2,1.5
2016,Sudan,30.22,12.86,395,9.125708843
2016,Sweden,18.64,60.13,1,0.5
2016,Switzerland,8.23,46.82,2,1.5
2016,Syria,39,34.8,5794,13.00034397
2016,Tanzania,34.89,-6.37,5,2.821928095
2016,Thailand,100.99,15.87,505,9.480139578
2016,Tunisia,9.54,33.89,97,7.099912842
2016,Turkey,35.24,38.96,3779,12.3837888
2016,Uganda,32.29,1.37,94,7.054588852
2016,Ukraine,31.17,48.38,89,6.975733431
2016,United Kingdom,-3.44,55.38,29,5.357980995
2016,United States,-95.71,37.09,218,8.268184325
2016,Uruguay,-55.77,-32.52,2,1.5
2016,Venezuela,-66.59,6.42,86,6.926264755
2016,Yemen,44.13,15.21,3665,12.33959748
2017,Afghanistan,67.71,33.94,12117,14.06474493
2017,Algeria,1.66,28.03,31,5.45419631
2017,Angola,17.87,-11.2,418,9.207359132
2017,Australia,133.78,-25.27,25,5.14385619
2017,Austria,14.55,47.52,2,1.5
2017,Azerbaijan,47.58,40.14,7,3.307354922
2017,Bahrain,50.56,26.07,32,5.5
2017,Bangladesh,90.36,23.68,98,7.114709844
2017,Belgium,4.47,50.5,4,2.5
2017,Burundi,29.92,-3.37,147,7.699672345
2017,Cameroon,12.35,7.37,492,9.442514505
2017,Canada,-106.35,56.13,35,5.629283017
2017,Central African Republic,20.94,6.61,953,10.3963324
2017,Chad,18.73,15.45,63,6.477279923
2017,Chile,-71.54,-35.68,4,2.5
2017,China,104.2,35.86,92,7.023561956
2017,Colombia,-74.3,4.57,202,8.158211483
2017,Dominican Republic,-0.19,51.52,3,2.084962501
2017,Egypt,30.8,26.82,1500,11.05074679
2017,Ethiopia,40.49,9.15,122,7.430737338
2017,Finland,25.75,61.92,12,4.084962501
2017,France,2.21,46.23,35,5.629283017
2017,Gabon,11.61,-0.8,2,1.5
2017,Georgia,44.48,41.42,5,2.821928095
2017,Germany,10.45,51.17,11,3.959431619
2017,Greece,21.82,39.07,7,3.307354922
2017,Honduras,-86.24,15.2,2,1.5
2017,India,78.96,20.59,1168,10.68982456
2017,Indonesia,113.92,-0.79,47,6.054588852
2017,Iran,53.69,32.43,106,7.227920455
2017,Iraq,43.68,33.22,11755,14.02098692
2017,Israel,34.85,31.05,20,4.821928095
2017,Italy,12.57,41.87,8,3.5
2017,Ivory Coast,-5.55,7.54,5,2.821928095
2017,Jordan,36.24,30.59,5,2.821928095
2017,Kenya,37.91,-0.02,236,8.382643049
2017,Kyrgyzstan,74.77,41.2,1,0.5
2017,Laos,102.5,19.86,1,0.5
2017,Lebanon,35.86,33.85,66,6.544394119
2017,Libya,17.23,26.34,463,9.354868383
2017,Malaysia,101.98,4.21,6,3.084962501
2017,Maldives,73.54,1.98,1,0.5
2017,Mali,-4,17.57,711,9.97370575
2017,Malta,14.38,35.94,1,0.5
2017,Mexico,-102.55,23.63,33,5.544394119
2017,Mozambique,35.53,-18.67,39,5.785402219
2017,Nepal,84.12,28.39,98,7.114709844
2017,Niger,8.08,17.61,220,8.281359714
2017,Nigeria,8.68,9.08,2841,11.97218312
2017,Pakistan,69.35,30.38,3167,12.12890115
2017,Paraguay,-58.44,-23.44,5,2.821928095
2017,Peru,-75.02,-9.19,12,4.084962501
2017,Philippines,121.77,12.88,1175,10.69844504
2017,Russia,105.32,61.52,175,7.951211112
2017,Saudi Arabia,45.08,23.89,100,7.14385619
2017,South Africa,22.94,-30.56,28,5.307354922
2017,Spain,-3.75,40.46,132,7.544394119
2017,Sri Lanka,80.77,7.87,4,2.5
2017,Sudan,30.22,12.86,258,8.511227255
2017,Sweden,18.64,60.13,37,5.709453366
2017,Syria,39,34.8,3334,12.20303839
2017,Tanzania,34.89,-6.37,12,4.084962501
2017,Thailand,100.99,15.87,342,8.917852515
2017,Tunisia,9.54,33.89,10,3.821928095
2017,Turkey,35.24,38.96,550,9.603287808
2017,Uganda,32.29,1.37,9,3.669925001
2017,Ukraine,31.17,48.38,104,7.200439718
2017,United Kingdom,-3.44,55.38,383,9.081200582
2017,United States,-95.71,37.09,1046,10.53066714
2017,Venezuela,-66.59,6.42,37,5.709453366
2017,Yemen,44.13,15.21,1986,11.45564991
2017,Zimbabwe,29.15,-19.02,1,0.5
2018,Afghanistan,67.71,33.94,17658,14.60803433
2018,Algeria,1.66,28.03,30,5.406890596
2018,Argentina,-63.62,-38.42,4,2.5
2018,Australia,133.78,-25.27,5,2.821928095
2018,Austria,14.55,47.52,2,1.5
2018,Azerbaijan,47.58,40.14,1,0.5
2018,Bahrain,50.56,26.07,1,0.5
2018,Bangladesh,90.36,23.68,54,6.254887502
2018,Belgium,4.47,50.5,11,3.959431619
2018,Bolivia,-63.59,-16.29,72,6.669925001
2018,Brazil,-51.93,-14.24,18,4.669925001
2018,Bulgaria,25.49,42.73,1,0.5
2018,Burundi,29.92,-3.37,116,7.357980995
2018,Cameroon,12.35,7.37,520,9.522367813
2018,Canada,-106.35,56.13,58,6.357980995
2018,Central African Republic,20.94,6.61,606,9.743173983
2018,Chad,18.73,15.45,125,7.465784285
2018,Chile,-71.54,-35.68,6,3.084962501
2018,China,104.2,35.86,4,2.5
2018,Colombia,-74.3,4.57,318,8.812882955
2018,Ecuador,-78.18,-1.83,50,6.14385619
2018,Egypt,30.8,26.82,216,8.254887502
2018,Ethiopia,40.49,9.15,210,8.214245518
2018,France,2.21,46.23,47,6.054588852
2018,Georgia,44.48,41.42,1,0.5
2018,Germany,10.45,51.17,8,3.5
2018,Ghana,-1.02,7.95,7,3.307354922
2018,Greece,21.82,39.07,18,4.669925001
2018,Guatemala,-90.23,15.78,12,4.084962501
2018,Guinea,-9.7,9.95,2,1.5
2018,Haiti,-72.29,18.97,1,0.5
2018,India,78.96,20.59,1063,10.55392588
2018,Indonesia,113.92,-0.79,176,7.959431619
2018,Iran,53.69,32.43,191,8.077428828
2018,Iraq,43.68,33.22,3482,12.26570049
2018,Ireland,-8.24,53.41,1,0.5
2018,Israel,34.85,31.05,55,6.281359714
2018,Italy,12.57,41.87,12,4.084962501
2018,Ivory Coast,-5.55,7.54,2,1.5
2018,Jordan,36.24,30.59,8,3.5
2018,Kenya,37.91,-0.02,151,7.738404739
2018,Lebanon,35.86,33.85,3,2.084962501
2018,Libya,17.23,26.34,619,9.773795599
2018,Malawi,34.3,-13.25,1,0.5
2018,Malaysia,101.98,4.21,5,2.821928095
2018,Mali,-4,17.57,764,10.07742883
2018,Mexico,-102.55,23.63,55,6.281359714
2018,Morocco,-7.09,31.79,2,1.5
2018,Mozambique,35.53,-18.67,178,7.975733431
2018,Nepal,84.12,28.39,32,5.5
2018,Netherlands,5.29,52.13,8,3.5
2018,Nicaragua,-85.21,12.87,18,4.669925001
2018,Niger,8.08,17.61,147,7.699672345
2018,Nigeria,8.68,9.08,3582,12.30654962
2018,Pakistan,69.35,30.38,2066,11.51262454
2018,Paraguay,-58.44,-23.44,2,1.5
2018,Peru,-75.02,-9.19,10,3.821928095
2018,Philippines,121.77,12.88,975,10.42925841
2018,Russia,105.32,61.52,47,6.054588852
2018,Saudi Arabia,45.08,23.89,77,6.766786541
2018,Senegal,-14.45,14.5,22,4.959431619
2018,South Africa,22.94,-30.56,35,5.629283017
2018,Spain,-3.75,40.46,1,0.5
2018,Sri Lanka,80.77,7.87,8,3.5
2018,Sudan,30.22,12.86,168,7.892317423
2018,Sweden,18.64,60.13,1,0.5
2018,Syria,39,34.8,2981,12.04158066
2018,Tanzania,34.89,-6.37,9,3.669925001
2018,Thailand,100.99,15.87,228,8.332890014
2018,Tunisia,9.54,33.89,49,6.114709844
2018,Turkey,35.24,38.96,295,8.704571144
2018,Uganda,32.29,1.37,26,5.200439718
2018,Ukraine,31.17,48.38,36,5.669925001
2018,United Kingdom,-3.44,55.38,21,4.892317423
2018,United States,-95.71,37.09,111,7.294415866
2018,Venezuela,-66.59,6.42,72,6.669925001
2018,Vietnam,108.28,14.06,1,0.5
2018,Yemen,44.13,15.21,1948,11.42777796
2018,Zimbabwe,29.15,-19.02,49,6.114709844
2019,Afghanistan,67.71,33.94,15882,14.45510498
2019,Angola,17.87,-11.2,6,3.084962501
2019,Argentina,-63.62,-38.42,2,1.5
2019,Bangladesh,90.36,23.68,105,7.214245518
2019,Benin,2.32,9.31,1,0.5
2019,Brazil,-51.93,-14.24,4,2.5
2019,Burundi,29.92,-3.37,36,5.669925001
2019,Cameroon,12.35,7.37,482,9.412889336
2019,Canada,-106.35,56.13,4,2.5
2019,Central African Republic,20.94,6.61,222,8.294415866
2019,Chad,18.73,15.45,245,8.436637939
2019,Chile,-71.54,-35.68,19,4.747927513
2019,China,104.2,35.86,12,4.084962501
2019,Colombia,-74.3,4.57,408,9.172425342
2019,Denmark,9.5,56.26,1,0.5
2019,Ecuador,-78.18,-1.83,5,2.821928095
2019,Egypt,30.8,26.82,375,9.050746785
2019,Ethiopia,40.49,9.15,151,7.738404739
2019,Finland,25.75,61.92,11,3.959431619
2019,France,2.21,46.23,38,5.747927513
2019,Gabon,11.61,-0.8,2,1.5
2019,Germany,10.45,51.17,13,4.200439718
2019,Ghana,-1.02,7.95,7,3.307354922
2019,Greece,21.82,39.07,6,3.084962501
2019,Haiti,-72.29,18.97,5,2.821928095
2019,Honduras,-86.24,15.2,5,2.821928095
2019,India,78.96,20.59,806,10.15463603
2019,Indonesia,113.92,-0.79,40,5.821928095
2019,Iran,53.69,32.43,61,6.430737338
2019,Iraq,43.68,33.22,2092,11.53066714
2019,Israel,34.85,31.05,44,5.959431619
2019,Italy,12.57,41.87,13,4.200439718
2019,Japan,138.25,36.2,10,3.821928095
2019,Jordan,36.24,30.59,19,4.747927513
2019,Kenya,37.91,-0.02,190,8.069855608
2019,Lebanon,35.86,33.85,11,3.959431619
2019,Libya,17.23,26.34,229,8.339203788
2019,Maldives,73.54,1.98,1,0.5
2019,Mali,-4,17.57,1103,10.60721708
2019,Mexico,-102.55,23.63,38,5.747927513
2019,Mozambique,35.53,-18.67,442,9.287902559
2019,Nepal,84.12,28.39,28,5.307354922
2019,Netherlands,5.29,52.13,12,4.084962501
2019,New Zealand,174.89,-40.9,101,7.158211483
2019,Niger,8.08,17.61,447,9.304131021
2019,Nigeria,8.68,9.08,2309,11.67305246
2019,Norway,8.47,60.47,3,2.084962501
2019,Pakistan,69.35,30.38,1232,10.76678654
2019,Peru,-75.02,-9.19,1,0.5
2019,Philippines,121.77,12.88,898,10.31057163
2019,Russia,105.32,61.52,26,5.200439718
2019,Saudi Arabia,45.08,23.89,79,6.803780748
2019,Senegal,-14.45,14.5,3,2.084962501
2019,South Africa,22.94,-30.56,20,4.821928095
2019,Spain,-3.75,40.46,2,1.5
2019,Sri Lanka,80.77,7.87,768,10.0849625
2019,Sudan,30.22,12.86,150,7.72881869
2019,Syria,39,34.8,2305,11.67055104
2019,Tanzania,34.89,-6.37,13,4.200439718
2019,Thailand,100.99,15.87,214,8.241466986
2019,Tunisia,9.54,33.89,26,5.200439718
2019,Turkey,35.24,38.96,300,8.72881869
2019,Uganda,32.29,1.37,2,1.5
2019,Ukraine,31.17,48.38,40,5.821928095
2019,United Kingdom,-3.44,55.38,27,5.254887502
2019,United States,-95.71,37.09,168,7.892317423
2019,Venezuela,-66.59,6.42,7,3.307354922
2019,Yemen,44.13,15.21,2803,11.95275603
2020,Afghanistan,67.71,33.94,17574,14.60115498
2020,Algeria,1.66,28.03,13,4.200439718
2020,Angola,17.87,-11.2,12,4.084962501
2020,Argentina,-63.62,-38.42,1,0.5
2020,Australia,133.78,-25.27,3,2.084962501
2020,Austria,14.55,47.52,29,5.357980995
2020,Bangladesh,90.36,23.68,35,5.629283017
2020,Benin,2.32,9.31,2,1.5
2020,Brazil,-51.93,-14.24,3,2.084962501
2020,Burundi,29.92,-3.37,45,5.991853096
2020,Cameroon,12.35,7.37,389,9.103626345
2020,Canada,-106.35,56.13,5,2.821928095
2020,Central African Republic,20.94,6.61,181,7.999845887
2020,Chad,18.73,15.45,361,8.995855027
2020,Chile,-71.54,-35.68,12,4.084962501
2020,Colombia,-74.3,4.57,284,8.64974712
2020,Croatia,15.2,45.1,2,1.5
2020,Egypt,30.8,26.82,204,8.172425342
2020,Ethiopia,40.49,9.15,1474,11.02552081
2020,France,2.21,46.23,27,5.254887502
2020,Germany,10.45,51.17,45,5.991853096
2020,Ghana,-1.02,7.95,16,4.5
2020,Greece,21.82,39.07,1,0.5
2020,Guatemala,-90.23,15.78,2,1.5
2020,Haiti,-72.29,18.97,8,3.5
2020,Honduras,-86.24,15.2,2,1.5
2020,India,78.96,20.59,592,9.709453366
2020,Indonesia,113.92,-0.79,34,5.587462841
2020,Iran,53.69,32.43,14,4.307354922
2020,Iraq,43.68,33.22,1617,11.15910396
2020,Ireland,-8.24,53.41,2,1.5
2020,Israel,34.85,31.05,31,5.45419631
2020,Italy,12.57,41.87,4,2.5
2020,Ivory Coast,-5.55,7.54,20,4.821928095
2020,Kenya,37.91,-0.02,110,7.281359714
2020,Kyrgyzstan,74.77,41.2,1,0.5
2020,Lebanon,35.86,33.85,11,3.959431619
2020,Libya,17.23,26.34,25,5.14385619
2020,Malaysia,101.98,4.21,1,0.5
2020,Maldives,73.54,1.98,3,2.084962501
2020,Mali,-4,17.57,892,10.3008999
2020,Mexico,-102.55,23.63,14,4.307354922
2020,Mozambique,35.53,-18.67,805,10.15284497
2020,Nepal,84.12,28.39,8,3.5
2020,Netherlands,5.29,52.13,1,0.5
2020,Nicaragua,-85.21,12.87,1,0.5
2020,Niger,8.08,17.61,495,9.451284715
2020,Nigeria,8.68,9.08,2903,12.00332886
2020,Pakistan,69.35,30.38,968,10.41886324
2020,Paraguay,-58.44,-23.44,1,0.5
2020,Peru,-75.02,-9.19,3,2.084962501
2020,Philippines,121.77,12.88,577,9.672427509
2020,Russia,105.32,61.52,17,4.587462841
2020,Saudi Arabia,45.08,23.89,15,4.406890596
2020,South Africa,22.94,-30.56,10,3.821928095
2020,Sudan,30.22,12.86,317,8.80833903
2020,Sweden,18.64,60.13,2,1.5
2020,Switzerland,8.23,46.82,3,2.084962501
2020,Syria,39,34.8,1701,11.23216743
2020,Tanzania,34.89,-6.37,25,5.14385619
2020,Thailand,100.99,15.87,90,6.991853096
2020,Tunisia,9.54,33.89,13,4.200439718
2020,Turkey,35.24,38.96,177,7.96760555
2020,Uganda,32.29,1.37,20,4.821928095
2020,Ukraine,31.17,48.38,44,5.959431619
2020,United Kingdom,-3.44,55.38,29,5.357980995
2020,United States,-95.71,37.09,44,5.959431619
2020,Venezuela,-66.59,6.42,22,4.959431619
2020,Yemen,44.13,15.21,1793,11.30815977
2020,Zimbabwe,29.15,-19.02,2,1.5
2021,Afghanistan,67.71,33.94,8133,13.4895719
2021,Albania,20.17,41.15,5,2.821928095
2021,Algeria,1.66,28.03,8,3.5
2021,Bangladesh,90.36,23.68,9,3.669925001
2021,Benin,2.32,9.31,1,0.5
2021,Brazil,-51.93,-14.24,2,1.5
