iyear,country_txt,longitude,latitude,k&w,radius
2001,Sri Lanka,80.77,7.87,698,9.947083226
2001,Sudan,30.22,12.86,16,4.5
2001,Switzerland,8.23,46.82,32,5.5
2001,Tanzania,34.89,-6.37,2,1.5
2001,Thailand,100.99,15.87,70,6.629283017
2001,Tunisia,9.54,33.89,3,2.084962501
2001,Turkey,35.24,38.96,57,6.332890014
2001,Uganda,32.29,1.37,139,7.618941073
2001,United Kingdom,-3.44,55.38,41,5.857552005
2001,United States,-95.71,37.09,24908,15.10432156
2001,Venezuela,-66.59,6.42,1,0.5
2001,Yemen,44.13,15.21,5,2.821928095
2001,Yugoslavia,121.02,14.48,19,4.747927513
2001,Zimbabwe,29.15,-19.02,1,0.5
2002,Afghanistan,67.71,33.94,371,9.035275377
2002,Algeria,1.66,28.03,935,10.36882255
2002,Angola,17.87,-11.2,76,6.747927513
2002,Azerbaijan,47.58,40.14,1,0.5
2002,Bangladesh,90.36,23.68,461,9.34862294
2002,Bulgaria,25.49,42.73,1,0.5
2002,Burundi,29.92,-3.37,123,7.442514505
2002,Cambodia,104.55,11.33,5,2.821928095
2002,Chad,18.73,15.45,22,4.959431619
2002,Chile,-71.54,-35.68,1,0.5
2002,China,104.2,35.86,19,4.747927513
2002,Colombia,-74.3,4.57,1006,10.47441459
2002,Ecuador,-78.18,-1.83,3,2.084962501
2002,Ethiopia,40.49,9.15,38,5.747927513
2002,France,2.21,46.23,4,2.5
2002,Georgia,44.48,41.42,16,4.5
2002,Germany,10.45,51.17,2,1.5
2002,Guyana,-58.93,4.86,10,3.821928095
2002,Haiti,-72.29,18.97,1,0.5
2002,India,78.96,20.59,1785,11.30170836
2002,Indonesia,113.92,-0.79,781,10.10917874
2002,Iraq,43.68,33.22,14,4.307354922
2002,Israel,34.85,31.05,1764,11.28463485
2002,Italy,12.57,41.87,1,0.5
2002,Ivory Coast,-5.55,7.54,3,2.084962501
2002,Jordan,36.24,30.59,3,2.084962501
2002,Kenya,37.91,-0.02,16,4.5
2002,Kuwait,47.48,29.31,4,2.5
2002,Kyrgyzstan,74.77,41.2,3,2.084962501
2002,Lebanon,35.86,33.85,6,3.084962501
2002,Liberia,-9.43,6.43,3,2.084962501
2002,Malawi,34.3,-13.25,1,0.5
2002,Nepal,84.12,28.39,647,9.837621902
2002,Netherlands,5.29,52.13,1,0.5
2002,Nigeria,8.68,9.08,39,5.785402219
2002,Pakistan,69.35,30.38,436,9.268184325
2002,Peru,-75.02,-9.19,41,5.857552005
2002,Philippines,121.77,12.88,467,9.36727874
2002,Russia,105.32,61.52,938,10.37344411
2002,Saudi Arabia,45.08,23.89,1,0.5
2002,Senegal,-14.45,14.5,27,5.254887502
2002,South Africa,22.94,-30.56,2,1.5
2002,Spain,-3.75,40.46,78,6.785402219
2002,Sri Lanka,80.77,7.87,3,2.084962501
2002,Sudan,30.22,12.86,612,9.757387843
2002,Tanzania,34.89,-6.37,24,5.084962501
2002,Thailand,100.99,15.87,61,6.430737338
2002,Tunisia,9.54,33.89,51,6.172425342
2002,Turkmenistan,59.56,38.97,1,0.5
2002,Uganda,32.29,1.37,217,8.261551232
2002,Ukraine,31.17,48.38,3,2.084962501
2002,United Kingdom,-3.44,55.38,15,4.406890596
2002,United States,-95.71,37.09,15,4.406890596
2002,Yemen,44.13,15.21,10,3.821928095
2002,Zimbabwe,29.15,-19.02,57,6.332890014
2003,Afghanistan,67.71,33.94,349,8.947083226
2003,Algeria,1.66,28.03,381,9.073647187
2003,Bangladesh,90.36,23.68,16,4.5
2003,Belgium,4.47,50.5,20,4.821928095
2003,Burundi,29.92,-3.37,140,7.629283017
2003,Cambodia,104.55,11.33,1,0.5
2003,China,104.2,35.86,17,4.587462841
2003,Colombia,-74.3,4.57,741,10.03332973
2003,Ecuador,-78.18,-1.83,4,2.5
2003,Ethiopia,40.49,9.15,11,3.959431619
2003,France,2.21,46.23,21,4.892317423
2003,Georgia,44.48,41.42,1,0.5
2003,Greece,21.82,39.07,2,1.5
2003,Guatemala,-90.23,15.78,6,3.084962501
2003,Haiti,-72.29,18.97,5,2.821928095
2003,India,78.96,20.59,1655,11.1926155
2003,Indonesia,113.92,-0.79,192,8.084962501
2003,Iraq,43.68,33.22,1832,11.33920379
2003,Israel,34.85,31.05,713,9.977758266
2003,Italy,12.57,41.87,51,6.172425342
2003,Kenya,37.91,-0.02,3,2.084962501
2003,Kuwait,47.48,29.31,19,4.747927513
2003,Kyrgyzstan,74.77,41.2,1,0.5
2003,Laos,102.5,19.86,10,3.821928095
2003,Lebanon,35.86,33.85,4,2.5
2003,Liberia,-9.43,6.43,2,1.5
2003,Mexico,-102.55,23.63,3,2.084962501
2003,Morocco,-7.09,31.79,145,7.67990909
2003,Nepal,84.12,28.39,56,6.307354922
2003,Nigeria,8.68,9.08,72,6.669925001
2003,Pakistan,69.35,30.38,300,8.72881869
2003,Peru,-75.02,-9.19,17,4.587462841
2003,Philippines,121.77,12.88,819,10.17771964
2003,Russia,105.32,61.52,1140,10.65481811
2003,Saudi Arabia,45.08,23.89,183,8.015699838
2003,Spain,-3.75,40.46,28,5.307354922
2003,Sri Lanka,80.77,7.87,30,5.406890596
2003,Thailand,100.99,15.87,12,4.084962501
2003,Turkey,35.24,38.96,845,10.22280753
2003,Uganda,32.29,1.37,303,8.743173983
2003,Ukraine,31.17,48.38,1,0.5
2003,United Kingdom,-3.44,55.38,13,4.200439718
2003,Venezuela,-66.59,6.42,4,2.5
2003,Yemen,44.13,15.21,25,5.14385619
2003,Zimbabwe,29.15,-19.02,8,3.5
2004,Afghanistan,67.71,33.94,538,9.571462363
2004,Algeria,1.66,28.03,353,8.963524373
2004,Bangladesh,90.36,23.68,427,9.23809226
2004,Burundi,29.92,-3.37,18,4.669925001
2004,China,104.2,35.86,9,3.669925001
2004,Colombia,-74.3,4.57,296,8.709453366
2004,Djibouti,42.59,11.83,7,3.307354922
2004,Egypt,30.8,26.82,208,8.200439718
2004,Ethiopia,40.49,9.15,17,4.587462841
2004,France,2.21,46.23,10,3.821928095
2004,Georgia,44.48,41.42,1,0.5
2004,Germany,10.45,51.17,26,5.200439718
2004,Greece,21.82,39.07,3,2.084962501
2004,Guatemala,-90.23,15.78,3,2.084962501
2004,Haiti,-72.29,18.97,37,5.709453366
2004,Honduras,-86.24,15.2,42,5.892317423
2004,India,78.96,20.59,1283,10.82530546
2004,Indonesia,113.92,-0.79,280,8.629283017
2004,Iraq,43.68,33.22,6383,13.14001893
2004,Israel,34.85,31.05,289,8.674925683
2004,Italy,12.57,41.87,1,0.5
2004,Ivory Coast,-5.55,7.54,12,4.084962501
2004,Lebanon,35.86,33.85,3,2.084962501
2004,Mexico,-102.55,23.63,3,2.084962501
2004,Nepal,84.12,28.39,1027,10.50422047
2004,Netherlands,5.29,52.13,3,2.084962501
2004,Nigeria,8.68,9.08,47,6.054588852
2004,Pakistan,69.35,30.38,975,10.42925841
2004,Peru,-75.02,-9.19,11,3.959431619
2004,Philippines,121.77,12.88,363,9.003825738
2004,Russia,105.32,61.52,1708,11.23809226
2004,Saudi Arabia,45.08,23.89,357,8.979780264
2004,Spain,-3.75,40.46,2004,11.46866679
2004,Sri Lanka,80.77,7.87,76,6.747927513
2004,Sudan,30.22,12.86,41,5.857552005
2004,Syria,39,34.8,6,3.084962501
2004,Thailand,100.99,15.87,182,8.00779464
2004,Turkey,35.24,38.96,117,7.37036472
2004,Uganda,32.29,1.37,300,8.72881869
2004,United Kingdom,-3.44,55.38,2,1.5
2004,Uzbekistan,64.59,41.38,67,6.56608919
2005,Afghanistan,67.71,33.94,778,10.10362634
2005,Algeria,1.66,28.03,456,9.332890014
2005,Bangladesh,90.36,23.68,448,9.307354922
2005,Burundi,29.92,-3.37,30,5.406890596
2005,China,104.2,35.86,14,4.307354922
2005,Colombia,-74.3,4.57,251,8.471543554
2005,Croatia,15.2,45.1,1,0.5
2005,Egypt,30.8,26.82,209,8.207359132
2005,Ethiopia,40.49,9.15,46,6.023561956
2005,France,2.21,46.23,11,3.959431619
2005,Georgia,44.48,41.42,40,5.821928095
2005,Germany,10.45,51.17,2,1.5
2005,Greece,21.82,39.07,5,2.821928095
2005,Haiti,-72.29,18.97,1,0.5
2005,India,78.96,20.59,1691,11.22366094
2005,Indonesia,113.92,-0.79,237,8.388743249
2005,Iran,53.69,32.43,204,8.172425342
2005,Iraq,43.68,33.22,9451,13.70625127
2005,Israel,34.85,31.05,285,8.654818109
2005,Italy,12.57,41.87,8,3.5
2005,Ivory Coast,-5.55,7.54,105,7.214245518
2005,Jordan,36.24,30.59,163,7.848728154
2005,Kenya,37.91,-0.02,56,6.307354922
2005,Kuwait,47.48,29.31,2,1.5
2005,Lebanon,35.86,33.85,310,8.776124405
2005,Mexico,-102.55,23.63,2,1.5
2005,Nepal,84.12,28.39,460,9.345490051
2005,Nigeria,8.68,9.08,55,6.281359714
2005,Pakistan,69.35,30.38,436,9.268184325
2005,Peru,-75.02,-9.19,9,3.669925001
2005,Philippines,121.77,12.88,198,8.12935662
2005,Qatar,51.18,25.35,14,4.307354922
2005,Russia,105.32,61.52,507,9.485841937
2005,Saudi Arabia,45.08,23.89,1,0.5
2005,Spain,-3.75,40.46,82,6.857552005
2005,Sri Lanka,80.77,7.87,444,9.294415866
2005,Sudan,30.22,12.86,80,6.821928095
2005,Thailand,100.99,15.87,478,9.400866808
2005,Trinidad and Tobago,-61.22,10.69,14,4.307354922
2005,Turkey,35.24,38.96,175,7.951211112
2005,Uganda,32.29,1.37,123,7.442514505
2005,United Kingdom,-3.44,55.38,844,10.22109919
2005,Uzbekistan,64.59,41.38,44,5.959431619
2005,Yemen,44.13,15.21,19,4.747927513
2006,Afghanistan,67.71,33.94,1658,11.19522829
2006,Algeria,1.66,28.03,451,9.316983623
2006,Bangladesh,90.36,23.68,76,6.747927513
2006,Belarus,27.95,53.71,1,0.5
2006,Brazil,-51.93,-14.24,12,4.084962501
2006,Burundi,29.92,-3.37,75,6.72881869
2006,Central African Republic,20.94,6.61,5,2.821928095
2006,Chad,18.73,15.45,106,7.227920455
2006,Chile,-71.54,-35.68,1,0.5
2006,Colombia,-74.3,4.57,173,7.934628228
2006,Egypt,30.8,26.82,119,7.394817763
2006,Ethiopia,40.49,9.15,68,6.587462841
2006,France,2.21,46.23,4,2.5
2006,Georgia,44.48,41.42,9,3.669925001
2006,Germany,10.45,51.17,2,1.5
2006,Greece,21.82,39.07,2,1.5
2006,Guatemala,-90.23,15.78,5,2.821928095
2006,Guyana,-58.93,4.86,6,3.084962501
2006,Haiti,-72.29,18.97,3,2.084962501
2006,India,78.96,20.59,2860,11.98179943
2006,Indonesia,113.92,-0.79,12,4.084962501
2006,Iran,53.69,32.43,89,6.975733431
2006,Iraq,43.68,33.22,12875,14.15228481
2006,Ireland,-8.24,53.41,1,0.5
2006,Israel,34.85,31.05,214,8.241466986
2006,Italy,12.57,41.87,2,1.5
2006,Ivory Coast,-5.55,7.54,32,5.5
2006,Jordan,36.24,30.59,7,3.307354922
2006,Kenya,37.91,-0.02,24,5.084962501
2006,Kyrgyzstan,74.77,41.2,3,2.084962501
2006,Lebanon,35.86,33.85,27,5.254887502
2006,Lesotho,28.23,-29.61,1,0.5
2006,Maldives,73.54,1.98,1,0.5
2006,Mexico,-102.55,23.63,41,5.857552005
2006,Nepal,84.12,28.39,226,8.320178962
2006,Nigeria,8.68,9.08,275,8.603287808
2006,Pakistan,69.35,30.38,984,10.44251451
2006,Peru,-75.02,-9.19,7,3.307354922
2006,Philippines,121.77,12.88,223,8.3008999
2006,Russia,105.32,61.52,116,7.357980995
2006,Saudi Arabia,45.08,23.89,12,4.084962501
2006,Spain,-3.75,40.46,26,5.200439718
2006,Sri Lanka,80.77,7.87,2130,11.55663772
2006,Sudan,30.22,12.86,637,9.815149562
2006,Syria,39,34.8,5,2.821928095
2006,Thailand,100.99,15.87,607,9.745552706
2006,Turkey,35.24,38.96,362,8.999845887
2006,United States,-95.71,37.09,15,4.406890596
2006,Yemen,44.13,15.21,23,5.023561956
2006,Zimbabwe,29.15,-19.02,5,2.821928095
2007,Afghanistan,67.71,33.94,2357,11.70273604
2007,Algeria,1.66,28.03,938,10.37344411
2007,Bangladesh,90.36,23.68,11,3.959431619
2007,Benin,2.32,9.31,4,2.5
2007,Burundi,29.92,-3.37,5,2.821928095
2007,Cameroon,12.35,7.37,31,5.45419631
2007,Central African Republic,20.94,6.61,1,0.5
2007,Chad,18.73,15.45,274,8.598032083
2007,Colombia,-74.3,4.57,167,7.883704292
2007,Cuba,-77.78,21.52,1,0.5
2007,Ethiopia,40.49,9.15,256,8.5
2007,Finland,25.75,61.92,22,4.959431619
2007,France,2.21,46.23,11,3.959431619
2007,Germany,10.45,51.17,2,1.5
2007,Greece,21.82,39.07,3,2.084962501
2007,Haiti,-72.29,18.97,2,1.5
2007,India,78.96,20.59,1818,11.32813648
2007,Indonesia,113.92,-0.79,1,0.5
2007,Iran,53.69,32.43,29,5.357980995
2007,Iraq,43.68,33.22,19939,14.78330544
2007,Israel,34.85,31.05,20,4.821928095
2007,Ivory Coast,-5.55,7.54,2,1.5
2007,Jamaica,-77.3,18.11,1,0.5
2007,Kenya,37.91,-0.02,81,6.839850003
2007,Kyrgyzstan,74.77,41.2,1,0.5
2007,Latvia,24.6,56.88,1,0.5
2007,Lebanon,35.86,33.85,188,8.054588852
2007,Maldives,73.54,1.98,12,4.084962501
2007,Mali,-4,17.57,20,4.821928095
2007,Mexico,-102.55,23.63,31,5.45419631
2007,Morocco,-7.09,31.79,39,5.785402219
2007,Mozambique,35.53,-18.67,9,3.669925001
2007,Nepal,84.12,28.39,103,7.186500527
2007,Niger,8.08,17.61,118,7.382643049
2007,Nigeria,8.68,9.08,122,7.430737338
2007,Pakistan,69.35,30.38,3749,12.37229011
2007,Peru,-75.02,-9.19,70,6.629283017
2007,Philippines,121.77,12.88,519,9.519590728
2007,Russia,105.32,61.52,195,8.107330314
2007,Saudi Arabia,45.08,23.89,4,2.5
2007,Senegal,-14.45,14.5,14,4.307354922
2007,South Africa,22.94,-30.56,2,1.5
2007,Spain,-3.75,40.46,5,2.821928095
2007,Sri Lanka,80.77,7.87,971,10.42332749
2007,Sudan,30.22,12.86,428,9.241466986
2007,Switzerland,8.23,46.82,1,0.5
2007,Thailand,100.99,15.87,911,10.33130724
2007,Tunisia,9.54,33.89,14,4.307354922
2007,Turkey,35.24,38.96,148,7.709453366
2007,Uganda,32.29,1.37,3,2.084962501
2007,United Kingdom,-3.44,55.38,24,5.084962501
2007,Venezuela,-66.59,6.42,9,3.669925001
2007,Yemen,44.13,15.21,70,6.629283017
2008,Afghanistan,67.71,33.94,2430,11.7467406
2008,Algeria,1.66,28.03,577,9.672427509
2008,Azerbaijan,47.58,40.14,18,4.669925001
2008,Bahrain,50.56,26.07,3,2.084962501
2008,Bangladesh,90.36,23.68,57,6.332890014
2008,Belarus,27.95,53.71,50,6.14385619
2008,Burundi,29.92,-3.37,74,6.709453366
2008,Cambodia,104.55,11.33,3,2.084962501
2008,Cameroon,12.35,7.37,3,2.084962501
2008,Canada,-106.35,56.13,9,3.669925001
2008,Central African Republic,20.94,6.61,1,0.5
2008,Chad,18.73,15.45,1183,10.70823436
2008,China,104.2,35.86,189,8.062242424
2008,Colombia,-74.3,4.57,323,8.835390355
2008,Denmark,9.5,56.26,2,1.5
2008,Ecuador,-78.18,-1.83,3,2.084962501
2008,Ethiopia,40.49,9.15,109,7.268184325
2008,Finland,25.75,61.92,1,0.5
2008,France,2.21,46.23,1,0.5
2008,Georgia,44.48,41.42,75,6.72881869
2008,Germany,10.45,51.17,2,1.5
2008,Greece,21.82,39.07,3,2.084962501
2008,Guyana,-58.93,4.86,35,5.629283017
2008,India,78.96,20.59,2833,11.96811489
2008,Iran,53.69,32.43,246,8.442514505
2008,Iraq,43.68,33.22,9573,13.72475539
2008,Israel,34.85,31.05,265,8.549848549
2008,Kenya,37.91,-0.02,106,7.227920455
2008,Lebanon,35.86,33.85,632,9.803780748
2008,Liberia,-9.43,6.43,12,4.084962501
2008,Mali,-4,17.57,108,7.254887502
2008,Mexico,-102.55,23.63,125,7.465784285
2008,Nepal,84.12,28.39,376,9.054588852
2008,Niger,8.08,17.61,12,4.084962501
2008,Nigeria,8.68,9.08,100,7.14385619
2008,Pakistan,69.35,30.38,3085,12.09105477
2008,Philippines,121.77,12.88,608,9.747927513
2008,Romania,24.97,45.94,1,0.5
2008,Russia,105.32,61.52,328,8.857552005
2008,Senegal,-14.45,14.5,32,5.5
2008,Spain,-3.75,40.46,62,6.45419631
2008,Sri Lanka,80.77,7.87,1412,10.96352437
2008,Sudan,30.22,12.86,234,8.37036472
2008,Syria,39,34.8,32,5.5
2008,Tanzania,34.89,-6.37,2,1.5
2008,Thailand,100.99,15.87,802,10.14745843
2008,Turkey,35.24,38.96,316,8.803780748
2008,Uganda,32.29,1.37,14,4.307354922
2008,Ukraine,31.17,48.38,2,1.5
2008,United Kingdom,-3.44,55.38,8,3.5
2008,United States,-95.71,37.09,15,4.406890596
2008,Venezuela,-66.59,6.42,1,0.5
2008,Yemen,44.13,15.21,251,8.471543554
2008,Zimbabwe,29.15,-19.02,15,4.406890596
2009,Afghanistan,67.71,33.94,2669,11.88208359
2009,Algeria,1.66,28.03,415,9.196967526
2009,Angola,17.87,-11.2,2,1.5
2009,Armenia,45.04,40.07,1,0.5
2009,Austria,14.55,47.52,10,3.821928095
2009,Azerbaijan,47.58,40.14,3,2.084962501
2009,Bangladesh,90.36,23.68,64,6.5
2009,Bolivia,-63.59,-16.29,7,3.307354922
2009,Central African Republic,20.94,6.61,52,6.200439718
2009,Chad,18.73,15.45,1,0.5
2009,Chile,-71.54,-35.68,1,0.5
2009,China,104.2,35.86,242,8.418863237
2009,Colombia,-74.3,4.57,333,8.879378367
2009,Croatia,15.2,45.1,3,2.084962501
2009,Egypt,30.8,26.82,26,5.200439718
2009,Ethiopia,40.49,9.15,13,4.200439718
2009,France,2.21,46.23,11,3.959431619
2009,Georgia,44.48,41.42,26,5.200439718
2009,Greece,21.82,39.07,11,3.959431619
2009,Honduras,-86.24,15.2,3,2.084962501
2009,Hungary,19.5,47.16,2,1.5
2009,India,78.96,20.59,1628,11.16888498
2009,Indonesia,113.92,-0.79,77,6.766786541
2009,Iran,53.69,32.43,180,7.991853096
2009,Iraq,43.68,33.22,11974,14.04761755
2009,Israel,34.85,31.05,41,5.857552005
2009,Italy,12.57,41.87,2,1.5
2009,Lebanon,35.86,33.85,38,5.747927513
2009,Madagascar,46.87,-18.77,2,1.5
2009,Malaysia,101.98,4.21,1,0.5
2009,Mali,-4,17.57,30,5.406890596
2009,Mexico,-102.55,23.63,5,2.821928095
2009,Nepal,84.12,28.39,155,7.776124405
2009,Netherlands,5.29,52.13,19,4.747927513
2009,Niger,8.08,17.61,21,4.892317423
2009,Nigeria,8.68,9.08,332,8.875039431
2009,Pakistan,69.35,30.38,5028,12.79576893
2009,Panama,-80.78,8.54,1,0.5
2009,Peru,-75.02,-9.19,28,5.307354922
2009,Philippines,121.77,12.88,505,9.480139578
2009,Russia,105.32,61.52,359,8.987840034
2009,Saudi Arabia,45.08,23.89,18,4.669925001
2009,Senegal,-14.45,14.5,13,4.200439718
2009,Spain,-3.75,40.46,51,6.172425342
2009,Sri Lanka,80.77,7.87,750,10.05074679
2009,Sudan,30.22,12.86,113,7.320178962
2009,Thailand,100.99,15.87,730,10.01175265
2009,Turkey,35.24,38.96,66,6.544394119
2009,Uganda,32.29,1.37,11,3.959431619
2009,Ukraine,31.17,48.38,8,3.5
2009,United Kingdom,-3.44,55.38,15,4.406890596
2009,United States,-95.71,37.09,72,6.669925001
2009,Uzbekistan,64.59,41.38,9,3.669925001
2009,Venezuela,-66.59,6.42,11,3.959431619
2009,Yemen,44.13,15.21,76,6.747927513
2010,Afghanistan,67.71,33.94,2858,11.9807902
2010,Algeria,1.66,28.03,329,8.861943774
2010,Angola,17.87,-11.2,11,3.959431619
2010,Bangladesh,90.36,23.68,43,5.926264755
2010,Burundi,29.92,-3.37,69,6.608524457
2010,Cameroon,12.35,7.37,7,3.307354922
2010,Central African Republic,20.94,6.61,69,6.608524457
2010,Chile,-71.54,-35.68,1,0.5
2010,China,104.2,35.86,21,4.892317423
2010,Colombia,-74.3,4.57,197,8.122051819
2010,Denmark,9.5,56.26,1,0.5
2010,Ethiopia,40.49,9.15,28,5.307354922
2010,Georgia,44.48,41.42,18,4.669925001
2010,Greece,21.82,39.07,9,3.669925001
2010,India,78.96,20.59,1472,11.02356196
2010,Indonesia,113.92,-0.79,6,3.084962501
2010,Iran,53.69,32.43,565,9.642107057
2010,Iraq,43.68,33.22,8991,13.63426587
2010,Ireland,-8.24,53.41,8,3.5
2010,Israel,34.85,31.05,21,4.892317423
2010,Italy,12.57,41.87,3,2.084962501
2010,Ivory Coast,-5.55,7.54,23,5.023561956
2010,Jordan,36.24,30.59,5,2.821928095
2010,Kenya,37.91,-0.02,178,7.975733431
2010,Kyrgyzstan,74.77,41.2,4,2.5
2010,Lebanon,35.86,33.85,8,3.5
2010,Mali,-4,17.57,1,0.5
2010,Nepal,84.12,28.39,52,6.200439718
2010,Niger,8.08,17.61,9,3.669925001
2010,Nigeria,8.68,9.08,308,8.766786541
2010,Norway,8.47,60.47,1,0.5
2010,Pakistan,69.35,30.38,4668,12.68858885
2010,Paraguay,-58.44,-23.44,9,3.669925001
2010,Philippines,121.77,12.88,386,9.092457037
2010,Poland,19.15,51.92,2,1.5
2010,Russia,105.32,61.52,840,10.21424552
2010,Senegal,-14.45,14.5,5,2.821928095
2010,Sri Lanka,80.77,7.87,6,3.084962501
2010,Sudan,30.22,12.86,167,7.883704292
2010,Sweden,18.64,60.13,3,2.084962501
2010,Thailand,100.99,15.87,467,9.36727874
2010,Turkey,35.24,38.96,20,4.821928095
2010,Uganda,32.29,1.37,146,7.689824559
2010,Ukraine,31.17,48.38,9,3.669925001
2010,United Arab Emirates,53.85,23.42,1,0.5
2010,United Kingdom,-3.44,55.38,22,4.959431619
2010,United States,-95.71,37.09,21,4.892317423
2010,Yemen,44.13,15.21,578,9.674925683
2010,Zimbabwe,29.15,-19.02,2,1.5
2011,Afghanistan,67.71,33.94,3466,12.25905594
2011,Algeria,1.66,28.03,59,6.382643049
2011,Bangladesh,90.36,23.68,15,4.406890596
2011,Belarus,27.95,53.71,174,7.942943496
2011,Burundi,29.92,-3.37,77,6.766786541
2011,Cameroon,12.35,7.37,4,2.5
2011,Central African Republic,20.94,6.61,38,5.747927513
2011,Chile,-71.54,-35.68,1,0.5
2011,China,104.2,35.86,51,6.172425342
2011,Colombia,-74.3,4.57,128,7.5
2011,Egypt,30.8,26.82,137,7.598032083
2011,Estonia,25.01,58.6,1,0.5
2011,Ethiopia,40.49,9.15,5,2.821928095
2011,France,2.21,46.23,4,2.5
2011,Georgia,44.48,41.42,2,1.5
2011,Germany,10.45,51.17,4,2.5
2011,Greece,21.82,39.07,5,2.821928095
2011,Honduras,-86.24,15.2,2,1.5
2011,India,78.96,20.59,1229,10.7632692
2011,Indonesia,113.92,-0.79,90,6.991853096
2011,Iran,53.69,32.43,31,5.45419631
2011,Iraq,43.68,33.22,6911,13.25467876
2011,Ireland,-8.24,53.41,1,0.5
2011,Israel,34.85,31.05,98,7.114709844
2011,Italy,12.57,41.87,7,3.307354922
2011,Ivory Coast,-5.55,7.54,26,5.200439718
2011,Kenya,37.91,-0.02,154,7.766786541
2011,Lebanon,35.86,33.85,24,5.084962501
2011,Libya,17.23,26.34,2,1.5
2011,Mali,-4,17.57,7,3.307354922
2011,Mexico,-102.55,23.63,1,0.5
2011,Morocco,-7.09,31.79,41,5.857552005
2011,Nepal,84.12,28.39,96,7.084962501
2011,Niger,8.08,17.61,10,3.821928095
2011,Nigeria,8.68,9.08,1066,10.55799172
2011,Norway,8.47,60.47,152,7.747927513
2011,Pakistan,69.35,30.38,4325,12.57848442
2011,Paraguay,-58.44,-23.44,4,2.5
2011,Philippines,121.77,12.88,355,8.971675214
2011,Russia,105.32,61.52,593,9.711888295
2011,Saudi Arabia,45.08,23.89,18,4.669925001
2011,Senegal,-14.45,14.5,27,5.254887502
2011,Sudan,30.22,12.86,316,8.803780748
2011,Switzerland,8.23,46.82,2,1.5
2011,Syria,39,34.8,378,9.062242424
2011,Thailand,100.99,15.87,587,9.697216693
2011,Tunisia,9.54,33.89,4,2.5
2011,Turkey,35.24,38.96,135,7.576815597
2011,United Kingdom,-3.44,55.38,4,2.5
2011,United States,-95.71,37.09,2,1.5
2011,Yemen,44.13,15.21,876,10.27478706
2012,Afghanistan,67.71,33.94,8182,13.49823782
2012,Algeria,1.66,28.03,135,7.576815597
2012,Bahrain,50.56,26.07,41,5.857552005
2012,Bangladesh,90.36,23.68,40,5.821928095
2012,Belgium,4.47,50.5,2,1.5
2012,Bolivia,-63.59,-16.29,2,1.5
2012,Brazil,-51.93,-14.24,1,0.5
2012,Bulgaria,25.49,42.73,38,5.747927513
2012,Burundi,29.92,-3.37,28,5.307354922
2012,Central African Republic,20.94,6.61,30,5.406890596
2012,China,104.2,35.86,65,6.522367813
2012,Colombia,-74.3,4.57,624,9.785402219
2012,Egypt,30.8,26.82,131,7.533423002
2012,Ethiopia,40.49,9.15,33,5.544394119
2012,France,2.21,46.23,16,4.5
2012,Georgia,44.48,41.42,3,2.084962501
2012,Greece,21.82,39.07,5,2.821928095
2012,Guatemala,-90.23,15.78,3,2.084962501
2012,India,78.96,20.59,915,10.33762793
2012,Indonesia,113.92,-0.79,35,5.629283017
2012,Iran,53.69,32.43,23,5.023561956
2012,Iraq,43.68,33.22,9674,13.73989682
2012,Israel,34.85,31.05,103,7.186500527
2012,Italy,12.57,41.87,1,0.5
2012,Ivory Coast,-5.55,7.54,56,6.307354922
2012,Jordan,36.24,30.59,17,4.587462841
2012,Kenya,37.91,-0.02,528,9.544394119
2012,Lebanon,35.86,33.85,101,7.158211483
2012,Libya,17.23,26.34,70,6.629283017
2012,Madagascar,46.87,-18.77,3,2.084962501
2012,Malaysia,101.98,4.21,3,2.084962501
2012,Maldives,73.54,1.98,2,1.5
2012,Mali,-4,17.57,98,7.114709844
2012,Mexico,-102.55,23.63,25,5.14385619
2012,Mozambique,35.53,-18.67,5,2.821928095
2012,Nepal,84.12,28.39,38,5.747927513
2012,Niger,8.08,17.61,1,0.5
2012,Nigeria,8.68,9.08,2415,11.73780747
2012,Pakistan,69.35,30.38,7053,13.28402132
2012,Paraguay,-58.44,-23.44,3,2.084962501
2012,Peru,-75.02,-9.19,25,5.14385619
2012,Philippines,121.77,12.88,653,9.850939182
2012,Russia,105.32,61.52,421,9.217676423
2012,Saudi Arabia,45.08,23.89,14,4.307354922
2012,Senegal,-14.45,14.5,56,6.307354922
2012,South Africa,22.94,-30.56,9,3.669925001
2012,Sri Lanka,80.77,7.87,1,0.5
2012,Sudan,30.22,12.86,155,7.776124405
2012,Syria,39,34.8,2804,11.95327063
2012,Thailand,100.99,15.87,1264,10.80378075
2012,Tunisia,9.54,33.89,50,6.14385619
2012,Turkey,35.24,38.96,714,9.979780264
2012,Uganda,32.29,1.37,5,2.821928095
2012,Ukraine,31.17,48.38,37,5.709453366
2012,United Kingdom,-3.44,55.38,4,2.5
2012,United States,-95.71,37.09,14,4.307354922
2012,Venezuela,-66.59,6.42,2,1.5
2012,Yemen,44.13,15.21,1982,11.45274125
2013,Afghanistan,67.71,33.94,8031,13.47136392
2013,Algeria,1.66,28.03,149,7.71916852
2013,Argentina,-63.62,-38.42,2,1.5
2013,Armenia,45.04,40.07,1,0.5
2013,Austria,14.55,47.52,2,1.5
2013,Bahrain,50.56,26.07,42,5.892317423
2013,Bangladesh,90.36,23.68,126,7.477279923
