iyear,longitude,latitude,radius
1991,20.94,6.61,2.098612289
1991,18.73,15.45,4.688879454
1991,-71.54,-35.68,3.772588722
1991,-74.3,4.57,7.609349243
1991,15.2,45.1,6.468060141
1991,15.47,49.82,1
1991,42.59,11.83,3.079441542
1991,-0.19,51.52,1
1991,30.8,26.82,3.079441542
1991,-88.9,13.79,7.054439346
1991,40.49,9.15,6.081404365
1991,2.21,46.23,2.791759469
1991,-82.9,32.17,1.693147181
1991,10.45,51.17,3.397895273
1991,21.82,39.07,3.708050201
1991,-90.23,15.78,5.290459441
1991,-72.29,18.97,5.919980926
1991,-86.24,15.2,3.890371758
1991,78.96,20.59,8.014814351
1991,113.92,-0.79,4.044522438
1991,53.69,32.43,1.693147181
1991,43.68,33.22,1
1991,-8.24,53.41,2.098612289
1991,34.85,31.05,4.17805383
1991,138.25,36.2,1
1991,36.24,30.59,1
1991,47.48,29.31,1
1991,35.86,33.85,5.584967479
1991,46.87,-18.77,2.386294361
1991,-4,17.57,4.761200116
1991,-102.55,23.63,3.564949357
1991,-7.09,31.79,2.098612289
1991,35.53,-18.67,6.602118821
1991,18.49,-22.96,2.098612289
1991,-85.21,12.87,4.988984047
1991,8.08,17.61,3.079441542
1991,8.68,9.08,3.302585093
1991,69.35,30.38,6.442417711
1991,-80.78,8.54,1.693147181
1991,-75.02,-9.19,8.252762418
1991,121.77,12.88,7.068425588
1991,24.97,45.94,1
1991,-14.45,14.5,2.609437912
1991,-11.78,8.46,5.852030264
1991,103.82,1.35,2.386294361
1991,22.94,-30.56,6.950642553
1991,-3.75,40.46,4.828641396
1991,80.77,7.87,7.941190055
1991,30.22,12.86,4.465735903
1991,-56.03,3.92,1
1991,18.64,60.13,1
1991,120.96,23.7,2.945910149
1991,100.99,15.87,3.397895273
1991,0.82,8.62,3.564949357
1991,9.54,33.89,2.386294361
1991,35.24,38.96,6.730099783
1991,32.29,1.37,1.693147181
1991,-3.44,55.38,5.477336814
1991,-95.71,37.09,4.258096538
1991,-66.59,6.42,4.850147602
1991,44.13,15.21,1
1991,121.02,14.48,2.791759469
1991,21.76,-4.04,2.098612289
1992,67.71,33.94,4.891820298
1992,20.17,41.15,1
1992,1.66,28.03,6.463831805
1992,17.87,-11.2,5.574710979
1992,-63.62,-38.42,4.496507561
1992,45.04,40.07,1.693147181
1992,133.78,-25.27,1
1992,47.58,40.14,6.225746674
1992,90.36,23.68,5.615120517
1992,-59.54,13.19,2.098612289
1992,4.47,50.5,1
1992,-88.5,17.19,1
1992,-63.59,-16.29,2.609437912
1992,-51.93,-14.24,4.33220451
1992,29.92,-3.37,5.110873864
1992,104.55,11.33,5.158883083
1992,12.35,7.37,2.791759469
1992,20.94,6.61,1
1992,18.73,15.45,6.135798437
1992,-71.54,-35.68,3.48490665
1992,104.2,35.86,3.197224577
1992,-74.3,4.57,7.447305863
1992,15.2,45.1,1.693147181
1992,-77.78,21.52,2.098612289
1992,9.5,56.26,1
1992,42.59,11.83,6.429345629
1992,-0.19,51.52,1
1992,-78.18,-1.83,1.693147181
1992,30.8,26.82,4.891820298
1992,-88.9,13.79,4.135494216
1992,40.49,9.15,6.799092654
1992,178.07,-17.71,1
1992,2.21,46.23,3.197224577
1992,-82.9,32.17,5.691347882
1992,10.45,51.17,3.833213344
1992,21.82,39.07,1.693147181
1992,-90.23,15.78,4.33220451
1992,-72.29,18.97,3.890371758
1992,-86.24,15.2,2.609437912
1992,114.11,22.4,1
1992,78.96,20.59,8.049254841
1992,113.92,-0.79,4.496507561
1992,53.69,32.43,3.197224577
1992,43.68,33.22,5.762173935
1992,34.85,31.05,4.33220451
1992,12.57,41.87,3.833213344
1992,-5.55,7.54,1
1992,-77.3,18.11,2.609437912
1992,36.24,30.59,1
1992,37.91,-0.02,6.043425117
1992,47.48,29.31,1.693147181
1992,102.5,19.86,2.098612289
1992,35.86,33.85,5.369447852
1992,-9.43,6.43,4.610917913
1992,46.87,-18.77,3.772588722
1992,34.3,-13.25,4.465735903
1992,-4,17.57,2.609437912
1992,14.38,35.94,1
1992,-102.55,23.63,2.791759469
1992,-7.09,31.79,1.693147181
1992,35.53,-18.67,6.043425117
1992,84.12,28.39,3.197224577
1992,-85.21,12.87,4.091042453
1992,8.08,17.61,4.526360525
1992,8.68,9.08,5.905274778
1992,69.35,30.38,6.023880521
1992,-80.78,8.54,2.098612289
1992,-75.02,-9.19,7.706862337
1992,121.77,12.88,6.978885765
1992,19.15,51.92,2.386294361
1992,105.32,61.52,4.526360525
1992,-14.45,14.5,5.158883083
1992,-11.78,8.46,4.044522438
1992,22.94,-30.56,7.559615237
1992,-3.75,40.46,4.36729583
1992,80.77,7.87,7.891625897
1992,30.22,12.86,3.564949357
1992,18.64,60.13,1.693147181
1992,8.23,46.82,2.791759469
1992,120.96,23.7,3.772588722
1992,100.99,15.87,4.663561646
1992,0.82,8.62,3.48490665
1992,35.24,38.96,8.117205503
1992,32.29,1.37,1.693147181
1992,31.17,48.38,1
1992,-3.44,55.38,5.574710979
1992,-95.71,37.09,1.693147181
1992,-66.59,6.42,2.945910149
1992,44.13,15.21,3.995732274
1992,121.02,14.48,2.098612289
1992,21.76,-4.04,3.302585093
1994,67.71,33.94,4.091042453
1994,20.17,41.15,1
1994,1.66,28.03,7.214608098
1994,17.87,-11.2,5.682131227
1994,-63.62,-38.42,5.454347296
1994,45.04,40.07,3.708050201
1994,133.78,-25.27,2.098612289
1994,47.58,40.14,4.401197382
1994,90.36,23.68,4.401197382
1994,-63.59,-16.29,1
1994,-51.93,-14.24,3.708050201
1994,25.49,42.73,1
1994,29.92,-3.37,6.579729826
1994,104.55,11.33,6.416100402
1994,12.35,7.37,4.496507561
1994,20.94,6.61,1.693147181
1994,18.73,15.45,1
1994,104.2,35.86,3.890371758
1994,-74.3,4.57,6.384495063
1994,-83.75,9.75,1
1994,15.2,45.1,2.098612289
1994,-77.78,21.52,2.098612289
1994,33.43,35.13,1.693147181
1994,42.59,11.83,2.791759469
1994,-0.19,51.52,1.693147181
1994,30.8,26.82,6.153291594
1994,-88.9,13.79,4.091042453
1994,40.49,9.15,2.791759469
1994,2.21,46.23,2.945910149
1994,-15.31,13.44,3.564949357
1994,-82.9,32.17,4.36729583
1994,10.45,51.17,1.693147181
1994,-1.02,7.95,3.564949357
1994,21.82,39.07,2.098612289
1994,-90.23,15.78,4.091042453
1994,-9.7,9.95,1.693147181
1994,-72.29,18.97,5.465908119
1994,-86.24,15.2,3.302585093
1994,114.11,22.4,2.098612289
1994,78.96,20.59,6.963579344
1994,113.92,-0.79,1
1994,53.69,32.43,5.304065093
1994,43.68,33.22,5.317488114
1994,-8.24,53.41,2.386294361
1994,34.85,31.05,4.988984047
1994,12.57,41.87,1.693147181
1994,-5.55,7.54,2.609437912
1994,-77.3,18.11,1.693147181
1994,138.25,36.2,3.079441542
1994,37.91,-0.02,4.688879454
1994,102.5,19.86,1.693147181
1994,24.6,56.88,1
1994,35.86,33.85,5.043051268
1994,-9.43,6.43,5.700480366
1994,-4,17.57,5.875197323
1994,-102.55,23.63,5.477336814
1994,84.12,28.39,2.386294361
1994,-85.21,12.87,3.48490665
1994,8.08,17.61,4.970291914
1994,8.68,9.08,3.708050201
1994,127.51,40.34,2.098612289
1994,69.35,30.38,6.869296913
1994,-80.78,8.54,4.044522438
1994,-58.44,-23.44,1
1994,-75.02,-9.19,5.394449155
1994,121.77,12.88,5.836281907
1994,-8.22,39.4,1.693147181
1994,105.32,61.52,4.526360525
1994,-14.45,14.5,2.609437912
1994,-11.78,8.46,6.429345629
1994,103.82,1.35,1
1994,15,46.15,1
1994,22.94,-30.56,7.102558595
1994,-3.75,40.46,3.833213344
1994,80.77,7.87,6.225746674
1994,30.22,12.86,3.833213344
1994,120.96,23.7,1
1994,34.89,-6.37,1
1994,100.99,15.87,3.833213344
1994,0.82,8.62,4.850147602
1994,-61.22,10.69,1.693147181
1994,9.54,33.89,1
1994,35.24,38.96,7.889591308
1994,32.29,1.37,4.091042453
1994,31.17,48.38,2.386294361
1994,-3.44,55.38,5.189654742
1994,-95.71,37.09,3.302585093
1994,-66.59,6.42,2.386294361
1994,44.13,15.21,3.63905733
1994,21.76,-4.04,1
1995,67.71,33.94,2.609437912
1995,1.66,28.03,7.035481433
1995,17.87,-11.2,4.951243719
1995,45.04,40.07,1.693147181
1995,14.55,47.52,2.791759469
1995,50.56,26.07,1
1995,90.36,23.68,4.555348061
1995,-51.93,-14.24,3.564949357
1995,25.49,42.73,2.098612289
1995,29.92,-3.37,7.368187186
1995,104.55,11.33,4.044522438
1995,12.35,7.37,2.609437912
1995,-106.35,56.13,1
1995,-71.54,-35.68,1
1995,104.2,35.86,2.791759469
1995,-74.3,4.57,7.255750042
1995,15.2,45.1,1
1995,-78.18,-1.83,2.386294361
1995,30.8,26.82,5.8978398
1995,-88.9,13.79,2.098612289
1995,40.49,9.15,2.609437912
1995,2.21,46.23,3.944438979
1995,-82.9,32.17,3.63905733
1995,10.45,51.17,3.302585093
1995,-1.02,7.95,1.693147181
1995,-90.23,15.78,4.688879454
1995,-72.29,18.97,3.772588722
1995,-86.24,15.2,3.079441542
1995,78.96,20.59,6.888877958
1995,113.92,-0.79,4.713572067
1995,43.68,33.22,6.049856007
1995,-8.24,53.41,1
1995,34.85,31.05,3.833213344
1995,-5.55,7.54,4.688879454
1995,-77.3,18.11,1
1995,138.25,36.2,3.708050201
1995,36.24,30.59,1
1995,37.91,-0.02,1.693147181
1995,35.86,33.85,4.555348061
1995,46.87,-18.77,2.386294361
1995,-4,17.57,1.693147181
1995,14.38,35.94,1
1995,-102.55,23.63,5.110873864
1995,35.53,-18.67,3.708050201
1995,5.29,52.13,1
1995,-85.21,12.87,2.791759469
1995,8.08,17.61,4.091042453
1995,8.68,9.08,1
1995,69.35,30.38,7.568077911
1995,-80.78,8.54,2.098612289
1995,-75.02,-9.19,5.634728988
1995,121.77,12.88,6.303304908
1995,105.32,61.52,5.976733742
1995,45.08,23.89,3.63905733
1995,-14.45,14.5,3.890371758
1995,-11.78,8.46,4.688879454
1995,22.94,-30.56,5.65396035
1995,-3.75,40.46,3.890371758
1995,80.77,7.87,7.927557906
1995,30.22,12.86,2.791759469
1995,8.23,46.82,1
1995,100.99,15.87,3.944438979
1995,-61.22,10.69,2.386294361
1995,9.54,33.89,2.945910149
1995,35.24,38.96,6.241747015
1995,32.29,1.37,5.976733742
1995,-3.44,55.38,3.397895273
1995,-95.71,37.09,6.18178355
1995,-66.59,6.42,3.079441542
1995,44.13,15.21,2.386294361
1995,121.02,14.48,1.693147181
1995,21.76,-4.04,4.761200116
1996,67.71,33.94,4.433987204
1996,20.17,41.15,2.945910149
1996,1.66,28.03,7.270988432
1996,17.87,-11.2,3.890371758
1996,-63.62,-38.42,1
1996,45.04,40.07,1.693147181
1996,133.78,-25.27,1.693147181
1996,47.58,40.14,1.693147181
1996,50.56,26.07,3.079441542
1996,90.36,23.68,5.48863637
1996,-51.93,-14.24,4.091042453
1996,25.49,42.73,3.197224577
1996,29.92,-3.37,8.22329568
1996,104.55,11.33,4.784189634
1996,20.94,6.61,1.693147181
1996,18.73,15.45,1
1996,-71.54,-35.68,1.693147181
1996,104.2,35.86,4.135494216
1996,-74.3,4.57,7.415096959
1996,-83.75,9.75,1
1996,33.43,35.13,2.098612289
1996,-0.19,51.52,2.098612289
1996,-78.18,-1.83,1.693147181
1996,30.8,26.82,5.574710979
1996,-88.9,13.79,4.258096538
1996,25.01,58.6,1
1996,40.49,9.15,5.890349128
1996,2.21,46.23,3.890371758
1996,-82.9,32.17,1.693147181
1996,10.45,51.17,1
1996,-1.02,7.95,2.098612289
1996,-90.23,15.78,3.63905733
1996,-9.7,9.95,1.693147181
1996,-72.29,18.97,3.63905733
1996,-86.24,15.2,3.397895273
1996,78.96,20.59,7.343880434
1996,113.92,-0.79,4.401197382
1996,53.69,32.43,2.098612289
1996,43.68,33.22,3.397895273
1996,-8.24,53.41,1
1996,34.85,31.05,5.248495242
1996,-5.55,7.54,2.609437912
1996,-77.3,18.11,1
1996,37.91,-0.02,1.693147181
1996,102.5,19.86,2.609437912
1996,35.86,33.85,5.043051268
1996,-9.43,6.43,3.302585093
1996,17.23,26.34,3.48490665
1996,46.87,-18.77,1
1996,-102.55,23.63,5.564348191
1996,84.12,28.39,2.791759469
1996,-85.21,12.87,3.890371758
1996,8.08,17.61,1.693147181
1996,8.68,9.08,4.17805383
1996,69.35,30.38,7.047372179
1996,-75.02,-9.19,5.304065093
1996,121.77,12.88,5.553876892
1996,19.15,51.92,1
1996,105.32,61.52,5.905274778
1996,45.08,23.89,3.944438979
1996,-11.78,8.46,5.094344562
1996,22.94,-30.56,5.406719247
1996,-3.75,40.46,2.609437912
1996,80.77,7.87,7.717804695
1996,30.22,12.86,4.688879454
1996,8.23,46.82,1
1996,39,34.8,3.708050201
1996,120.96,23.7,3.197224577
1996,100.99,15.87,3.302585093
1996,0.82,8.62,2.098612289
1996,35.24,38.96,5.762173935
1996,32.29,1.37,7.023447593
1996,-3.44,55.38,3.63905733
1996,-95.71,37.09,1.693147181
1996,-66.59,6.42,3.564949357
1996,44.13,15.21,2.098612289
1996,121.02,14.48,3.197224577
1996,21.76,-4.04,6.407171771
1997,67.71,33.94,2.386294361
1997,20.17,41.15,4.258096538
1997,1.66,28.03,9.358431899
1997,17.87,-11.2,4.526360525
1997,-63.62,-38.42,2.098612289
1997,47.58,40.14,1
1997,-77.4,25.03,1
1997,50.56,26.07,2.609437912
1997,90.36,23.68,3.63905733
1997,27.95,53.71,1
1997,4.47,50.5,2.386294361
1997,-63.59,-16.29,2.386294361
1997,-51.93,-14.24,4.33220451
1997,29.92,-3.37,6.955837369
1997,104.55,11.33,5.605170186
1997,18.73,15.45,1.693147181
1997,104.2,35.86,4.610917913
1997,-74.3,4.57,8.114769448
1997,-83.75,9.75,1.693147181
1997,15.2,45.1,1.693147181
1997,-77.78,21.52,1
1997,42.59,11.83,3.397895273
1997,-0.19,51.52,2.098612289
1997,-78.18,-1.83,1
1997,30.8,26.82,6.105945474
1997,-88.9,13.79,1
1997,40.49,9.15,3.079441542
1997,11.61,-0.8,2.386294361
1997,-82.9,32.17,4.555348061
1997,-1.02,7.95,1
1997,21.82,39.07,1
1997,-90.23,15.78,4.091042453
1997,-72.29,18.97,3.197224577
1997,-86.24,15.2,3.63905733
1997,19.5,47.16,2.098612289
1997,78.96,20.59,7.748759547
1997,113.92,-0.79,5.624972813
1997,43.68,33.22,5.663439094
1997,34.85,31.05,4.433987204
1997,-77.3,18.11,3.302585093
1997,37.91,-0.02,4.583518938
1997,35.86,33.85,4.583518938
1997,23.88,55.17,1
1997,-102.55,23.63,6.433722004
1997,84.12,28.39,3.708050201
1997,-85.21,12.87,2.945910149
1997,8.08,17.61,4.465735903
1997,8.68,9.08,5.672828834
1997,69.35,30.38,7.09356977
1997,-80.78,8.54,2.098612289
1997,-58.44,-23.44,1
1997,-75.02,-9.19,4.850147602
1997,121.77,12.88,5.584967479
1997,19.15,51.92,1.693147181
1997,105.32,61.52,5.110873864
1997,-14.45,14.5,5.521788577
1997,-11.78,8.46,3.772588722
1997,22.94,-30.56,4.135494216
1997,-3.75,40.46,3.397895273
1997,80.77,7.87,7.148468296
1997,30.22,12.86,1
1997,18.64,60.13,1
1997,39,34.8,1.693147181
1997,34.89,-6.37,1
1997,100.99,15.87,3.890371758
1997,35.24,38.96,5.094344562
1997,32.29,1.37,6.476463552
1997,31.17,48.38,1.693147181
1997,-3.44,55.38,4.135494216
1997,-95.71,37.09,1.693147181
1997,-66.59,6.42,2.098612289
1997,108.28,14.06,1
1997,44.13,15.21,3.397895273
1997,121.02,14.48,3.197224577
1997,21.76,-4.04,3.564949357
1998,67.71,33.94,3.079441542
1998,1.66,28.03,7.858565035
1998,17.87,-11.2,6.616771098
1998,29.92,-3.37,6.97126184
1998,104.55,11.33,4.555348061
1998,-106.35,56.13,1
1998,104.2,35.86,4.912023005
1998,-74.3,4.57,7.383506635
1998,30.8,26.82,3.197224577
1998,2.21,46.23,1
1998,-82.9,32.17,4.465735903
1998,78.96,20.59,6.986452005
1998,113.92,-0.79,3.197224577
1998,53.69,32.43,2.791759469
1998,43.68,33.22,3.944438979
1998,-8.24,53.41,1
1998,34.85,31.05,3.833213344
1998,37.91,-0.02,6.420534999
1998,35.86,33.85,3.833213344
1998,-102.55,23.63,2.098612289
1998,8.68,9.08,3.197224577
1998,69.35,30.38,6.017279837
1998,-75.02,-9.19,2.945910149
1998,121.77,12.88,2.791759469
1998,105.32,61.52,4.891820298
1998,-14.45,14.5,2.386294361
1998,-11.78,8.46,6.552959585
1998,22.94,-30.56,3.564949357
1998,-3.75,40.46,2.791759469
1998,80.77,7.87,7.522092798
1998,31.47,-26.52,1
1998,34.89,-6.37,3.397895273
1998,100.99,15.87,2.386294361
1998,35.24,38.96,4.610917913
1998,32.29,1.37,5.394449155
1998,-3.44,55.38,4.828641396
1998,-95.71,37.09,2.386294361
1998,44.13,15.21,3.079441542
1998,121.02,14.48,5.043051268
1999,67.71,33.94,4.663561646
1999,20.17,41.15,2.791759469
1999,1.66,28.03,7.146329258
1999,17.87,-11.2,6.700443573
1999,45.04,40.07,3.079441542
1999,90.36,23.68,4.401197382
1999,-51.93,-14.24,1
1999,29.92,-3.37,5.682131227
1999,104.55,11.33,1
1999,18.73,15.45,5.343805422
1999,104.2,35.86,2.609437912
1999,-74.3,4.57,6.568344504
1999,30.8,26.82,1
1999,40.49,9.15,1.693147181
1999,-82.9,32.17,2.609437912
1999,10.45,51.17,2.098612289
1999,21.82,39.07,1
1999,-90.23,15.78,2.098612289
1999,-72.29,18.97,2.098612289
1999,78.96,20.59,7.150602768
1999,113.92,-0.79,5.204692619
1999,53.69,32.43,2.386294361
1999,43.68,33.22,4.465735903
1999,34.85,31.05,2.791759469
1999,12.57,41.87,1
1999,74.77,41.2,1
1999,35.86,33.85,4.135494216
1999,18.49,-22.96,3.564949357
1999,84.12,28.39,4.135494216
1999,8.08,17.61,2.386294361
1999,8.68,9.08,5.8978398
1999,69.35,30.38,5.844187086
1999,-58.44,-23.44,1.693147181
1999,-75.02,-9.19,4.33220451
1999,121.77,12.88,4.80666249
1999,105.32,61.52,6.978885765
1999,-14.45,14.5,1
1999,-11.78,8.46,4.33220451
1999,22.94,-30.56,2.386294361
1999,80.77,7.87,6.356586275
1999,30.22,12.86,3.772588722
1999,35.24,38.96,5.844187086
1999,32.29,1.37,5.317488114
1999,31.17,48.38,1
1999,-3.44,55.38,3.079441542
1999,-95.71,37.09,3.995732274
1999,64.59,41.38,3.944438979
1999,44.13,15.21,3.397895273
1999,121.02,14.48,3.63905733
1999,27.85,-13.13,1
2000,67.71,33.94,4.63758616
2000,1.66,28.03,7.269096284
2000,17.87,-11.2,6.18178355
2000,90.36,23.68,3.397895273
2000,25.49,42.73,2.386294361
2000,29.92,-3.37,5.574710979
2000,104.55,11.33,3.48490665
2000,20.94,6.61,1
2000,104.2,35.86,1
2000,-74.3,4.57,7.054439346
2000,15.2,45.1,2.098612289
2000,40.49,9.15,2.098612289
2000,178.07,-17.71,2.945910149
2000,2.21,46.23,2.386294361
2000,-82.9,32.17,2.098612289
2000,10.45,51.17,1
2000,21.82,39.07,1
2000,-90.23,15.78,1.693147181
2000,-9.7,9.95,6.327876169
2000,-72.29,18.97,2.609437912
2000,78.96,20.59,7.508769137
2000,113.92,-0.79,5.983606622
2000,53.69,32.43,2.609437912
2000,43.68,33.22,3.302585093
2000,34.85,31.05,3.397895273
2000,-5.55,7.54,2.386294361
2000,37.91,-0.02,4.258096538
2000,74.77,41.2,1.693147181
2000,102.5,19.86,1
2000,24.6,56.88,1
2000,35.86,33.85,3.48490665
2000,101.98,4.21,1.693147181
2000,-102.55,23.63,2.609437912
2000,35.53,-18.67,1
2000,18.49,-22.96,4.17805383
2000,84.12,28.39,5.510859507
2000,-85.21,12.87,1.693147181
2000,69.35,30.38,5.770684624
2000,-75.02,-9.19,2.386294361
2000,121.77,12.88,6.669880923
2000,105.32,61.52,6.891644212
2000,45.08,23.89,1
2000,-14.45,14.5,2.386294361
2000,-11.78,8.46,5.094344562
2000,22.94,-30.56,3.890371758
2000,-3.75,40.46,4.36729583
2000,80.77,7.87,7.068425588
2000,30.22,12.86,4.295836866
2000,100.99,15.87,2.945910149
2000,9.54,33.89,2.609437912
2000,35.24,38.96,3.48490665
2000,32.29,1.37,6.693732139
2000,-3.44,55.38,2.945910149
2000,-95.71,37.09,3.079441542
2000,44.13,15.21,3.944438979
2000,121.02,14.48,2.609437912
2001,67.71,33.94,6.159055299
2001,1.66,28.03,7.436150368
2001,17.87,-11.2,7.74051936
2001,45.04,40.07,1
2001,47.58,40.14,1
2001,90.36,23.68,5.077537444
2001,-51.93,-14.24,1
2001,29.92,-3.37,6.111987788
2001,104.55,11.33,2.386294361
2001,20.94,6.61,2.945910149
2001,104.2,35.86,2.945910149
2001,-74.3,4.57,7.356107661
2001,-83.75,9.75,1
2001,25.01,58.6,1
2001,-82.9,32.17,2.791759469
2001,10.45,51.17,2.098612289
2001,-90.23,15.78,1
2001,19.5,47.16,1
2001,78.96,20.59,7.492239835
2001,113.92,-0.79,5.8978398
2001,43.68,33.22,3.197224577
2001,34.85,31.05,5.905274778
2001,-5.55,7.54,3.48490665
2001,36.24,30.59,1
2001,37.91,-0.02,3.564949357
2001,47.48,29.31,1.693147181
2001,-9.43,6.43,1
2001,-102.55,23.63,3.564949357
2001,18.49,-22.96,1
2001,84.12,28.39,6.147494477
2001,8.68,9.08,2.098612289
2001,8.47,60.47,1
2001,69.35,30.38,5.691347882
2001,-75.02,-9.19,3.772588722
2001,121.77,12.88,6.036952602
2001,51.18,25.35,1
2001,105.32,61.52,6.429345629
2001,45.08,23.89,1.693147181
2001,-14.45,14.5,4.33220451
2001,-3.75,40.46,3.63905733
2001,80.77,7.87,6.272999559
2001,30.22,12.86,3.564949357
2001,8.23,46.82,3.63905733
2001,120.96,23.7,1.693147181
2001,34.89,-6.37,1.693147181
2001,100.99,15.87,3.397895273
2001,9.54,33.89,2.098612289
2001,35.24,38.96,3.833213344
2001,32.29,1.37,5.025351691
2001,-3.44,55.38,3.079441542
2001,-95.71,37.09,9.011023379
2001,44.13,15.21,1.693147181
2001,121.02,14.48,3.079441542
2001,29.15,-19.02,1
2002,67.71,33.94,5.304065093
2002,1.66,28.03,7.421622268
2002,17.87,-11.2,5.077537444
2002,90.36,23.68,4.044522438
2002,25.49,42.73,1
2002,29.92,-3.37,5.204692619
2002,104.55,11.33,2.386294361
2002,18.73,15.45,4.044522438
2002,104.2,35.86,1
2002,-74.3,4.57,6.874930731
2002,40.49,9.15,1
2002,-82.9,32.17,1
2002,-58.93,4.86,2.386294361
2002,78.96,20.59,7.395261598
2002,113.92,-0.79,6.505331536
2002,43.68,33.22,3.302585093
2002,34.85,31.05,6.786897381
2002,12.57,41.87,1
2002,-5.55,7.54,2.098612289
2002,36.24,30.59,2.098612289
2002,37.91,-0.02,3.772588722
2002,47.48,29.31,2.386294361
2002,74.77,41.2,1.693147181
2002,35.86,33.85,1.693147181
2002,-9.43,6.43,2.098612289
2002,34.3,-13.25,1
2002,84.12,28.39,7.186208624
2002,5.29,52.13,1
2002,8.68,9.08,4.33220451
2002,69.35,30.38,5.65396035
2002,-75.02,-9.19,3.197224577
2002,121.77,12.88,5.828313737
2002,105.32,61.52,7.238324625
2002,45.08,23.89,1
2002,-14.45,14.5,3.079441542
2002,22.94,-30.56,1
2002,-3.75,40.46,2.609437912
2002,80.77,7.87,2.098612289
2002,30.22,12.86,7.378426184
2002,34.89,-6.37,4.17805383
2002,100.99,15.87,3.772588722
2002,9.54,33.89,4.044522438
2002,32.29,1.37,6.153291594
2002,31.17,48.38,1
2002,-3.44,55.38,1.693147181
2002,-95.71,37.09,2.386294361
2002,44.13,15.21,2.386294361
2002,29.15,-19.02,3.079441542
2003,67.71,33.94,6.093750201
2003,1.66,28.03,6.59471138
2003,90.36,23.68,2.098612289
2003,29.92,-3.37,5.753590191
2003,104.55,11.33,1
2003,104.2,35.86,1
2003,-74.3,4.57,6.214935758
2003,40.49,9.15,1.693147181
2003,-90.23,15.78,1
2003,-72.29,18.97,2.386294361
2003,78.96,20.59,7.156978986
2003,113.92,-0.79,4.258096538
2003,43.68,33.22,6.96870756
2003,34.85,31.05,6.010635294
2003,37.91,-0.02,2.098612289
2003,47.48,29.31,1
2003,74.77,41.2,1
2003,102.5,19.86,3.302585093
2003,35.86,33.85,2.098612289
2003,-9.43,6.43,1.693147181
2003,-102.55,23.63,1.693147181
2003,-7.09,31.79,4.80666249
2003,84.12,28.39,4.091042453
2003,8.68,9.08,4.33220451
2003,69.35,30.38,5.779123493
2003,-75.02,-9.19,2.945910149
2003,121.77,12.88,6.66296048
2003,105.32,61.52,6.793013608
2003,45.08,23.89,5.007333185
2003,-3.75,40.46,2.098612289
2003,80.77,7.87,4.135494216
2003,100.99,15.87,2.791759469
2003,35.24,38.96,5.204692619
2003,32.29,1.37,6.442417711
2003,-3.44,55.38,1.693147181
2003,44.13,15.21,3.772588722
2004,67.71,33.94,6.616771098
2004,1.66,28.03,6.111987788
2004,90.36,23.68,4.761200116
2004,29.92,-3.37,3.890371758
2004,104.2,35.86,2.386294361
2004,-74.3,4.57,5.418840608
2004,30.8,26.82,4.610917913
2004,40.49,9.15,1
2004,10.45,51.17,1
2004,-90.23,15.78,2.098612289
2004,-72.29,18.97,2.945910149
2004,-86.24,15.2,4.33220451
2004,78.96,20.59,6.811140993
2004,113.92,-0.79,4.737669618
2004,43.68,33.22,8.68294317
2004,34.85,31.05,5.043051268
2004,12.57,41.87,1
2004,-5.55,7.54,3.48490665
2004,35.86,33.85,1
2004,84.12,28.39,7.445719819
2004,5.29,52.13,1
2004,8.68,9.08,4.713572067
2004,69.35,30.38,6.717027701
2004,-75.02,-9.19,2.791759469
2004,121.77,12.88,6.313205979
2004,105.32,61.52,7.368187186
2004,45.08,23.89,5.158883083
2004,-3.75,40.46,6.262690189
2004,80.77,7.87,4.401197382
2004,30.22,12.86,4.33220451
2004,39,34.8,2.386294361
2004,100.99,15.87,4.465735903
2004,35.24,38.96,4.218875825
2004,32.29,1.37,6.262690189
2004,64.59,41.38,4.583518938
2005,67.71,33.94,6.905361848
2005,1.66,28.03,6.429345629
2005,90.36,23.68,4.784189634
2005,29.92,-3.37,3.564949357
2005,104.2,35.86,3.48490665
2005,-74.3,4.57,5.976733742
2005,30.8,26.82,5.521788577
2005,40.49,9.15,3.197224577
2005,-82.9,32.17,3.079441542
2005,10.45,51.17,1.693147181
2005,-72.29,18.97,1
2005,78.96,20.59,7.148468296
2005,113.92,-0.79,5.189654742
2005,53.69,32.43,3.564949357
2005,43.68,33.22,9.126813721
2005,34.85,31.05,4.713572067
2005,12.57,41.87,1
2005,-5.55,7.54,4.713572067
2005,36.24,30.59,5.127134385
2005,37.91,-0.02,5.025351691
2005,47.48,29.31,1.693147181
2005,35.86,33.85,4.465735903
2005,-102.55,23.63,1.693147181
2005,84.12,28.39,6.351858133
2005,8.68,9.08,3.944438979
2005,69.35,30.38,6.023880521
2005,-75.02,-9.19,2.945910149
2005,121.77,12.88,4.891820298
2005,51.18,25.35,1.693147181
2005,105.32,61.52,6.056245805
2005,45.08,23.89,1
2005,80.77,7.87,5.828313737
2005,30.22,12.86,4.988984047
2005,100.99,15.87,5.86753445
2005,35.24,38.96,4.555348061
2005,32.29,1.37,5.382026635
2005,-3.44,55.38,5.043051268
2005,64.59,41.38,3.302585093
2005,44.13,15.21,3.48490665
2006,67.71,33.94,7.601230119
2006,1.66,28.03,6.220355825
2006,90.36,23.68,3.944438979
2006,-51.93,-14.24,1
2006,29.92,-3.37,4.044522438
